Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções,Predição
AJUDANTE DE MECANICO,EMPRESA A,A05706,25,SP,Alto,0,"0,66","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
FAXINEIRO INDUSTRIAL,EMPRESA B,B06694,25,BA,Alto,0,"0,67","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06374,25,RS,Alto,0,"0,68","0,0","0,0","1,0","4,0","0,0","1,0","0,0",Será desligado
LAVADOR,EMPRESA B,B06634,25,TO,Alto,0,"0,68","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A09304,25,RJ,Médio,0,"0,69","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA JR,EMPRESA A,A09033,25,SP,Médio,0,"0,7","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA B,B03370,25,PR,Alto,0,"0,71","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A04642,25,MG,Médio,0,"0,72","0,0","0,0","0,0","2,0","1,0","1,0","1,0",Será desligado
TEC PLANEJA PL,EMPRESA A,A07678,25,MG,Médio,0,"0,74","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
TEC. ELET. MANUT,EMPRESA A,A05314,25,SP,Baixo,0,"0,74","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03478,25,SP,Médio,0,"0,76","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A08480,25,MG,Alto,0,"0,78","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA JR,EMPRESA A,A04217,25,SP,Baixo,0,"0,79","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02677,25,SP,Médio,0,"0,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA A,A04429,25,MG,Médio,0,"0,81","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A05695,25,RJ,Médio,0,"0,81","1,0","0,0","1,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02886,25,SP,Médio,0,"0,81","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A07543,25,SP,Alto,0,"0,81","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO PL,EMPRESA A,A05664,25,MG,Alto,0,"0,82","0,0","0,0","0,0","1,0","0,0","0,0","1,0",Será desligado
TEC. ELET. MANUT SR,EMPRESA A,A06874,25,MT,Alto,0,"0,82","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02939,25,SP,Médio,0,"0,82","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA C,C02751,25,SP,Médio,0,"0,82","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02619,25,SP,Médio,0,"0,83","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A03246,25,SP,Médio,0,"0,85","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUXILIAR OPERACIONAL,EMPRESA A,A02023,25,RN,Alto,0,"0,86","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO ESPECIALIST,EMPRESA A,A08022,25,MT,Médio,0,"0,87","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
LIMPADOR DE VIDROS,EMPRESA B,B04083,25,SP,Alto,0,"0,88","0,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A06424,25,MG,Médio,0,"0,89","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A05359,25,MG,Alto,0,"0,91","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA A,A06738,25,MT,Alto,0,"0,91","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A02345,25,MG,Médio,0,"0,94","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
PINTOR PREDIAL,EMPRESA A,A07775,25,RJ,Médio,0,"0,96","1,0","0,0","0,0","2,0","0,0","0,0","1,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A08467,25,SP,Alto,0,"0,96","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05789,25,SP,Alto,0,"0,98","1,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A05508,25,MG,Médio,0,1,"0,0","0,0","0,0","1,0","1,0","0,0","1,0",Será desligado
ASSIST ADM PL,EMPRESA A,A08000,25,RJ,Alto,0,1,"1,0","0,0","0,0","0,0","0,0","0,0","0,0",Não sera desligado
AUX ADM JR,EMPRESA A,A04075,25,SP,Médio,0,"1,03","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM PL,EMPRESA A,A08102,25,MG,Alto,0,"1,04","1,0","0,0","0,0","2,0","1,0","0,0","1,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A02362,25,MG,Médio,0,"1,05","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A06257,25,MG,Médio,0,"1,05","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A07196,25,MT,Alto,0,"1,07","1,0","0,0","1,0","1,0","0,0","1,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A04177,25,MG,Baixo,0,"1,08","1,0","0,0","0,0","0,0","1,0","0,0","2,0",Será desligado
ASSIST ADM PL,EMPRESA A,A06084,25,SP,Alto,0,"1,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08040,25,MG,Alto,0,"1,1","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A07939,25,MG,Alto,0,"1,1","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Não sera desligado
TEC EM SEGURANCA PL,EMPRESA A,A05515,25,RJ,Médio,0,"1,1","1,0","0,0","1,0","0,0","1,0","1,0","0,0",Será desligado
AUX ADM PL,EMPRESA C,C02426,25,PR,Baixo,0,"1,12","1,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02320,25,PR,Alto,0,"1,12","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
SOLDADOR,EMPRESA A,A07874,25,MG,Médio,0,"1,13","1,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
ALMOXARIFE JUNIOR,EMPRESA A,A04563,25,RJ,Médio,0,"1,14","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A07685,25,MG,Médio,0,"1,16","1,0","0,0","0,0","1,0","0,0","0,0","2,0",Será desligado
TEC PLANEJA JR,EMPRESA A,A05964,25,SP,Alto,0,"1,17","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04882,25,SP,Alto,0,"1,21","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02329,25,SP,Médio,0,"1,22","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO REFRIG PL,EMPRESA A,A03890,25,MG,Alto,0,"1,23","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04013,25,SP,Alto,0,"1,23","0,0","0,0","1,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B01258,25,SP,Médio,0,"1,23","1,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA B,B06342,25,SP,Alto,0,"1,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
LUBRIFICADOR PL,EMPRESA A,A04812,25,SP,Médio,0,"1,24","0,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03190,25,ES,Alto,0,"1,25","1,0","0,0","0,0","2,0","1,0","0,0","0,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B02894,25,RJ,Alto,0,"1,25","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A02361,25,MG,Médio,0,"1,26","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A07746,25,GO,Alto,0,"1,3","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ESPEC DE AUTOMACAO,EMPRESA A,A05569,25,MT,Médio,0,"1,3","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03201,25,ES,Alto,0,"1,31","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03211,25,ES,Médio,0,"1,31","1,0","0,0","0,0","2,0","0,0","1,0","0,0",Será desligado
ALMOXARIFE JUNIOR,EMPRESA A,A04564,25,RJ,Médio,0,"1,32","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
LUBRIFICADOR JR,EMPRESA A,A04141,25,MS,Alto,0,"1,35","0,0","0,0","0,0","1,0","0,0","1,0","1,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA B,B02220,25,SP,Médio,0,"1,35","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A04496,25,MT,Alto,0,"1,36","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA B,B05429,25,SP,Alto,0,"1,36","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B05441,25,ES,Alto,0,"1,42","1,0","0,0","0,0","1,0","0,0","1,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A03270,25,MG,Médio,0,"1,44","1,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A03132,25,MG,Médio,0,"1,45","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03735,25,SP,Médio,0,"1,47","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B01914,25,SC,Médio,0,"1,48","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A04521,25,SP,Alto,0,"1,48","0,0","0,0","0,0","0,0","0,0","1,0","2,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03178,25,ES,Médio,0,"1,5","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C00150,25,SP,Médio,0,"1,54","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02529,25,SP,Médio,0,"1,56","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A05921,25,MG,Médio,0,"1,61","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUXILIAR LOGISTICA,EMPRESA A,A02204,25,MG,Alto,0,"1,62","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02964,25,MT,Médio,0,"1,65","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ANALISTASISTA SENIOR,EMPRESA A,A04019,25,RS,Alto,0,"1,66","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
AUXILIAR OPERACIONAL,EMPRESA A,A04368,25,RJ,Médio,0,"1,67","1,0","0,0","1,0","0,0","1,0","1,0","1,0",Será desligado
LUBRIFICADOR JR,EMPRESA A,A03341,25,MT,Baixo,0,"1,74","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
SOLDADOR,EMPRESA A,A06785,25,MG,Alto,0,"1,79","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A09931,25,SP,Alto,0,"1,83","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A00985,25,RJ,Médio,0,"1,92","1,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02513,25,ES,Alto,0,"1,96","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
TEC PLANEJA JR,EMPRESA A,A01658,25,SP,Baixo,0,"1,97","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
AN.PLAN.SOJA E MILHO,EMPRESA A,A06124,25,MG,Baixo,0,2,"0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05220,25,SP,Alto,0,"2,02","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
RECEPCIONISTA,EMPRESA B,B03589,25,RJ,Baixo,0,"2,04","1,0","0,0","0,0","2,0","1,0","1,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B00333,25,SP,Médio,0,"2,06","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
ASSIST ADM SR,EMPRESA A,A05425,25,SP,Alto,0,"2,14","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX ADM JR,EMPRESA A,A06242,25,GO,Alto,0,"2,15","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03920,25,RJ,Alto,0,"2,32","1,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A01254,25,SP,Médio,0,"2,37","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A04636,25,RJ,Alto,0,"2,41","0,0","0,0","0,0","1,0","0,0","1,0","1,0",Será desligado
ALMOXARIFE,EMPRESA A,A03238,25,SP,Médio,0,"2,53","0,0","0,0","1,0","0,0","0,0","1,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02699,25,MT,Médio,0,"2,55","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA JR,EMPRESA A,A01653,25,SP,Médio,0,"2,67","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
ASSIST ADM JR,EMPRESA C,C00566,25,PR,Baixo,0,"2,7","1,0","0,0","1,0","0,0","0,0","1,0","2,0",Será desligado
PROGRAMADOR MANUT PL,EMPRESA A,A00788,25,MT,Médio,0,"3,15","0,0","0,0","0,0","0,0","1,0","1,0","2,0",Será desligado
RECEPCIONISTA,EMPRESA B,B01717,25,SP,Alto,0,"3,16","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX PLANEJAMENTO,EMPRESA A,A00473,25,RJ,Alto,0,"3,84","1,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
ANALISTASISTA ADM PL,EMPRESA B,B00709,25,RJ,Alto,0,"4,01","1,0","0,0","0,0","0,0","1,0","1,0","1,0",Não sera desligado
RECEPCIONISTA,EMPRESA B,B00431,25,SP,Médio,0,"4,13","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
LIDER DE LIMPEZA,EMPRESA B,B00950,25,SP,Alto,0,"4,97","1,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
RECEPCIONISTA,EMPRESA B,B00402,25,SP,Alto,0,"5,1","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Não sera desligado
AUX PLANEJAMENTO,EMPRESA C,C02722,25,SP,Médio,0,"0,02","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
CONTR DE ACESSO,EMPRESA B,B05321,25,SP,Alto,0,"0,06","1,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
OF. DE SERV GERAIS,EMPRESA B,B06676,25,SP,Médio,0,"0,1","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06234,25,SP,Alto,0,"0,12","1,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A05868,25,SP,Alto,0,"0,14","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA C,C03226,25,SP,Alto,0,"0,15","0,0","1,0","1,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO PL,EMPRESA A,A08814,25,SP,Alto,0,"0,15","0,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA C,C02470,25,SP,Médio,0,"0,2","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA C,C03734,25,SP,Alto,0,"0,21","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Não sera desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00746,25,SP,Médio,0,"0,24","0,0","1,0","0,0","1,0","1,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA C,C03731,25,SP,Alto,0,"0,25","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Não sera desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02149,25,SP,Médio,0,"0,29","0,0","1,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA C,C02395,25,SP,Médio,0,"0,3","0,0","1,0","1,0","0,0","1,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA C,C03818,25,SP,Alto,0,"0,33","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA C,C03518,25,SP,Alto,0,"0,33","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06850,25,SP,Alto,0,"0,35","0,0","1,0","0,0","1,0","0,0","0,0","1,0",Será desligado
ASSIST ADM PL,EMPRESA C,C03769,25,SP,Médio,0,"0,41","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA C,C02249,25,SP,Médio,0,"0,5","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA C,C02108,25,SP,Médio,0,"0,53","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05673,25,SP,Alto,0,"0,54","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA C,C03550,25,SP,Médio,0,"0,55","0,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
LIDER DE MANUTENCAO,EMPRESA C,C03438,25,SP,Médio,0,"0,56","0,0","1,0","0,0","1,0","0,0","0,0","1,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02163,25,SP,Médio,0,"0,58","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04638,25,SP,Alto,0,"0,58","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A06174,25,SP,Alto,0,"0,63","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA C,C03017,25,SP,Médio,0,"0,66","0,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00933,25,SP,Médio,0,"0,69","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C03084,25,SC,Alto,0,"0,7","0,0","1,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX PLANEJAMENTO,EMPRESA C,C02515,25,SP,Médio,0,"0,7","0,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TELHADISTA,EMPRESA C,C01923,25,SP,Médio,0,"0,71","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B05679,25,SP,Alto,0,"0,74","1,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02295,25,SP,Alto,0,"0,75","0,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA C,C03377,25,SP,Alto,0,"0,77","0,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00339,25,RJ,Alto,0,"0,79","1,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX PLANEJAMENTO,EMPRESA C,C02013,25,SP,Médio,0,"0,79","0,0","1,0","0,0","0,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA C,C03281,25,SP,Alto,0,"0,83","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02883,25,SP,Médio,0,"0,88","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C02566,25,SP,Alto,0,"0,96","0,0","1,0","1,0","0,0","1,0","0,0","1,0",Será desligado
AUX ADM JR,EMPRESA C,C00471,25,SP,Médio,0,"1,02","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02140,25,SP,Alto,0,"1,02","0,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05943,25,MG,Alto,0,"1,13","1,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C02081,25,SP,Médio,0,"1,13","0,0","1,0","1,0","1,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00844,25,SP,Médio,0,"1,23","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C02009,25,SP,Médio,0,"1,27","0,0","1,0","1,0","0,0","1,0","1,0","0,0",Será desligado
TELHADISTA,EMPRESA C,C02213,25,SP,Alto,0,"1,27","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C01995,25,SP,Alto,0,"1,28","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA C,C02257,25,SP,Alto,0,"1,31","0,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04105,25,SP,Médio,0,"1,32","1,0","1,0","1,0","0,0","0,0","1,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C00595,25,SP,Médio,0,"1,37","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02921,25,SP,Médio,0,"1,52","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
CONTR DE ACESSO,EMPRESA B,B03560,25,SP,Alto,0,"1,66","1,0","1,0","1,0","0,0","0,0","0,0","1,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C00759,25,SP,Médio,0,"1,66","0,0","1,0","1,0","0,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00477,25,SP,Médio,0,"1,75","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B02245,25,SP,Médio,0,"1,92","0,0","1,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B01227,25,SP,Médio,0,"2,05","1,0","1,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02119,25,SP,Médio,0,"2,09","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C02382,25,SP,Alto,0,"2,16","0,0","1,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02503,25,SP,Médio,0,"2,25","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA C,C02340,25,ES,Médio,0,"2,8","0,0","1,0","1,0","0,0","1,0","1,0","3,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02504,25,SP,Médio,0,"2,8","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B01490,25,SP,Médio,0,"2,92","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03068,25,SP,Alto,0,"3,88","1,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA A,A02799,25,SP,Médio,0,"4,03","1,0","1,0","1,0","0,0","1,0","0,0","3,0",Não sera desligado
AUXILIAR DE COMPRAS,EMPRESA A,A06425,26,MG,Médio,0,"0,01","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
FAXINEIRO INDUSTRIAL,EMPRESA B,B05703,26,BA,Médio,0,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA A,A09908,26,MG,Médio,0,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR PROJ PL,EMPRESA A,A10914,26,PR,Alto,0,"0,03","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03375,26,SP,Médio,0,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07263,26,SP,Alto,0,"0,03","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
LIDER DE LIMPEZA,EMPRESA B,B06873,26,SP,Alto,0,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A05254,26,MG,Alto,0,"0,04","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A06415,26,SP,Alto,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C01971,26,SP,Médio,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07003,26,SP,Alto,0,"0,04","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
