Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções,Predição
ASSIST ADM PL,EMPRESA A,A02306,24,RJ,Médio,0,"2,3","1,0","0,0","0,0","0,0","1,0","1,0","2,0",Será desligado
ELETROMECANICO PL,EMPRESA A,A04194,24,SP,Alto,0,"2,59","0,0","0,0","0,0","0,0","0,0","0,0","3,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B02434,24,ES,Médio,0,"2,6","1,0","0,0","1,0","0,0","1,0","0,0","1,0",Será desligado
FAXINEIRO INDUSTRIAL,EMPRESA B,B02722,24,BA,Médio,0,"2,88","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
ELETROMECANICO PL,EMPRESA A,A02052,24,SP,Médio,0,"2,95","0,0","0,0","0,0","1,0","0,0","0,0","2,0",Será desligado
RECEPCIONISTA,EMPRESA B,B02881,24,SP,Alto,0,"3,01","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A01322,24,RJ,Médio,0,"3,1","0,0","0,0","0,0","0,0","0,0","1,0","1,0",Será desligado
PROGRAMADOR MANUT PL,EMPRESA A,A03765,24,MT,Alto,0,"3,22","0,0","0,0","0,0","1,0","0,0","0,0","5,0",Será desligado
RECEPCIONISTA,EMPRESA B,B00424,24,SP,Médio,0,"3,68","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A02133,24,RJ,Alto,0,"4,57","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05323,24,SP,Alto,0,"0,04","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08030,24,GO,Alto,0,"0,08","1,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA C,C03877,24,SP,Alto,0,"0,12","0,0","1,0","0,0","2,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA C,C03120,24,SP,Alto,0,"0,13","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06108,24,SP,Alto,0,"0,22","1,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05971,24,MG,Médio,0,"0,24","1,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A10726,24,SP,Alto,0,"0,24","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA C,C01918,24,SP,Alto,0,"0,24","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA C,C03581,24,SP,Alto,0,"0,33","0,0","1,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03609,24,SP,Médio,0,"0,54","0,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A09466,24,SP,Alto,0,"0,56","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A07017,24,SP,Alto,0,"0,58","0,0","1,0","1,0","0,0","0,0","0,0","1,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A08663,24,SP,Médio,0,"0,63","0,0","1,0","1,0","1,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02928,24,SP,Médio,0,"0,84","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03334,24,SP,Médio,0,"0,86","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX PLANEJAMENTO,EMPRESA C,C02293,24,SP,Médio,0,"0,89","0,0","1,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02220,24,SP,Alto,0,"0,97","0,0","1,0","1,0","0,0","1,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C03048,24,SP,Alto,0,"0,99","0,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA C,C03077,24,SP,Alto,0,"1,03","0,0","1,0","0,0","0,0","0,0","1,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C00739,24,SP,Médio,0,"1,24","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C02567,24,SP,Alto,0,"1,3","0,0","1,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00850,24,SP,Médio,0,"1,31","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02848,24,SP,Médio,0,"1,42","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02268,24,SP,Médio,0,"1,46","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B02763,24,SP,Médio,0,"1,87","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA C,C02902,24,SP,Médio,0,"2,03","0,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA C,C00325,24,SP,Médio,0,"2,52","0,0","1,0","1,0","0,0","0,0","1,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B01896,24,SP,Médio,0,"2,9","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
CONTR DE ACESSO,EMPRESA B,B00947,24,SP,Médio,0,"3,11","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
TEC. ELETRICISTA JR,EMPRESA A,A08279,25,PE,Baixo,0,0,"0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
MECANICO PL,EMPRESA A,A10394,25,ES,Baixo,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B01287,25,MT,Médio,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05669,25,ES,Baixo,0,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A10828,25,MG,Médio,0,"0,02","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
ASSIST FINANCEIRO,EMPRESA A,A10509,25,SP,Baixo,0,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Não sera desligado
ASSISTENTE DE PROJ,EMPRESA A,A02356,25,MG,Baixo,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06377,25,SP,Alto,0,"0,04","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
AUXILIAR LOGISTICA,EMPRESA A,A03206,25,MG,Médio,0,"0,05","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05196,25,SP,Alto,0,"0,06","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUXILIAR DE OPERACOE,EMPRESA B,B04560,25,SP,Baixo,0,"0,06","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B05783,25,SP,Alto,0,"0,06","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B07207,25,SP,Alto,0,"0,06","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Não sera desligado
ALMOXARIFE,EMPRESA A,A03314,25,GO,Alto,0,"0,08","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A08510,25,RJ,Alto,0,"0,08","1,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A03904,25,SP,Médio,0,"0,08","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C00549,25,SP,Médio,0,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
RECEPCIONISTA,EMPRESA B,B00386,25,SP,Médio,0,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04485,25,MT,Médio,0,"0,09","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06595,25,MT,Alto,0,"0,09","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03291,25,SP,Médio,0,"0,09","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A10361,25,MG,Médio,0,"0,1","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04434,25,MT,Médio,0,"0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OPERADOR DE EMPILHAD,EMPRESA B,B03552,25,SP,Médio,0,"0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06361,25,MT,Alto,0,"0,11","0,0","0,0","1,0","2,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05570,25,SP,Alto,0,"0,11","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07176,25,SP,Alto,0,"0,11","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02828,25,BA,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO AGRICOLA PL,EMPRESA A,A10191,25,BA,Alto,0,"0,12","0,0","0,0","0,0","1,0","0,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A06753,25,MG,Alto,0,"0,12","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06013,25,MT,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05254,25,MT,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06228,25,MT,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07071,25,MT,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA A,A06154,25,MT,Médio,0,"0,12","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO PL,EMPRESA A,A05036,25,MT,Médio,0,"0,12","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A02189,25,RS,Alto,0,"0,12","0,0","0,0","1,0","2,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04644,25,SP,Médio,0,"0,12","0,0","0,0","0,0","1,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00311,25,SP,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
LIMPADOR DE VIDROS,EMPRESA B,B06476,25,SP,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A05994,25,MG,Alto,0,"0,13","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
1/2 OFICIAL ELETRICA,EMPRESA A,A06291,25,SP,Alto,0,"0,14","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A05677,25,SP,Alto,0,"0,14","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
1/2 OFICIAL ELETRICA,EMPRESA A,A02327,25,MG,Médio,0,"0,15","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A10422,25,MG,Médio,0,"0,15","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Não sera desligado
CALDEIREIRO PL,EMPRESA A,A09689,25,MT,Alto,0,"0,15","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
SERVENTE DE OBRAS,EMPRESA A,A01551,25,RJ,Baixo,0,"0,16","1,0","0,0","1,0","0,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02453,25,SP,Médio,0,"0,16","0,0","0,0","1,0","2,0","0,0","0,0","0,0",Será desligado
CONFERENTE PL,EMPRESA B,B00602,25,SP,Médio,0,"0,16","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA B,B05644,25,MT,Médio,0,"0,17","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B00888,25,SP,Médio,0,"0,17","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06322,25,GO,Baixo,0,"0,18","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A10683,25,MG,Médio,0,"0,18","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX MECANICO REFRIGE,EMPRESA A,A08691,25,TO,Baixo,0,"0,18","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A10540,25,MG,Médio,0,"0,2","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
MONTADOR DE ANDAIME,EMPRESA A,A10645,25,MT,Alto,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA A,A07450,25,PR,Baixo,0,"0,2","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A03903,25,SP,Médio,0,"0,22","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO REFRIG PL,EMPRESA A,A06952,25,MA,Alto,0,"0,23","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE ELETRICA,EMPRESA A,A07370,25,RJ,Alto,0,"0,23","1,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06189,25,SP,Alto,0,"0,23","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A08217,25,MG,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO PL,EMPRESA A,A06499,25,MS,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05155,25,MT,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A10291,25,MT,Alto,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06291,25,PE,Médio,0,"0,24","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07105,25,RJ,Alto,0,"0,24","0,0","0,0","1,0","0,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04219,25,SP,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06612,25,SP,Alto,0,"0,24","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
ASSISTENTE DE PROJ,EMPRESA A,A07153,25,SP,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B06902,25,SP,Alto,0,"0,24","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02233,25,SP,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B04794,25,SP,Médio,0,"0,24","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B05422,25,SP,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
INSTRUMENTISTA MANUT,EMPRESA A,A07953,25,MA,Alto,0,"0,25","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09477,25,MG,Médio,0,"0,25","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Não sera desligado
AJUDANTE LIMPEZA,EMPRESA B,B02884,25,SP,Médio,0,"0,25","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
OPERADOR DE EMPILHAD,EMPRESA B,B06588,25,SP,Médio,0,"0,25","0,0","0,0","0,0","1,0","0,0","0,0","1,0",Será desligado
MECANICO PL,EMPRESA A,A04768,25,MT,Médio,0,"0,27","1,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03184,25,RJ,Alto,0,"0,27","1,0","0,0","1,0","0,0","0,0","1,0","1,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA B,B05290,25,GO,Alto,0,"0,28","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03867,25,MT,Médio,0,"0,28","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B00875,25,SP,Médio,0,"0,28","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
PINTOR PREDIAL,EMPRESA B,B04161,25,SP,Médio,0,"0,28","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ANALISTAS DE SISTEMAS SR.,EMPRESA A,A08700,25,TO,Alto,0,"0,28","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
AUX PLANEJAMENTO,EMPRESA A,A02245,25,SP,Médio,0,"0,29","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX. ALMOXARIFE,EMPRESA A,A01057,25,MG,Alto,0,"0,3","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
SOLDADOR,EMPRESA A,A05831,25,MG,Baixo,0,"0,3","0,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A06895,25,MS,Baixo,0,"0,3","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A05579,25,GO,Médio,0,"0,31","1,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A05789,25,MG,Médio,0,"0,31","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
ASSIST ADM JR,EMPRESA C,C02814,25,MT,Médio,0,"0,31","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05742,25,MT,Alto,0,"0,31","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06896,25,SP,Alto,0,"0,31","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03968,25,RS,Alto,0,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A04548,25,SP,Médio,0,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04402,25,SP,Médio,0,"0,34","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B05113,25,PR,Alto,0,"0,35","1,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
MECANICO MONTADOR,EMPRESA A,A07429,25,PR,Médio,0,"0,35","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A10381,25,RS,Baixo,0,"0,35","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06186,25,SP,Alto,0,"0,35","0,0","0,0","1,0","2,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A07982,25,MG,Alto,0,"0,36","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX PLANEJAMENTO,EMPRESA A,A08742,25,RJ,Alto,0,"0,37","1,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03145,25,RJ,Alto,0,"0,38","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
ALMOXARIFE,EMPRESA A,A01059,25,SP,Baixo,0,"0,38","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02986,25,BA,Médio,0,"0,39","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03486,25,PR,Alto,0,"0,41","0,0","0,0","0,0","2,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A06321,25,MG,Médio,0,"0,42","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03177,25,RJ,Alto,0,"0,42","1,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C01925,25,SP,Médio,0,"0,42","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX PLANEJAMENTO,EMPRESA A,A04264,25,MS,Baixo,0,"0,43","0,0","0,0","0,0","1,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A09199,25,MG,Médio,0,"0,44","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A06236,25,MT,Alto,0,"0,44","0,0","0,0","0,0","2,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05799,25,SP,Alto,0,"0,44","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C02737,25,SP,Alto,0,"0,44","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ANALISTASI. DE ESTOQUE JR,EMPRESA A,A08847,25,PR,Baixo,0,"0,45","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03030,25,RJ,Alto,0,"0,45","1,0","0,0","1,0","0,0","1,0","1,0","1,0",Será desligado
PROGRAMADOR MANUT PL,EMPRESA A,A06999,25,MT,Médio,0,"0,47","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03151,25,RJ,Alto,0,"0,47","1,0","0,0","1,0","0,0","1,0","1,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA C,C01985,25,PR,Médio,0,"0,48","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A04772,25,MT,Médio,0,"0,5","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
PROGRAMADOR MANUT PL,EMPRESA A,A06674,25,MT,Alto,0,"0,52","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA B,B04518,25,MT,Médio,0,"0,52","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUXILIAR LOGISTICA,EMPRESA A,A03324,25,MG,Alto,0,"0,54","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A03953,25,MG,Médio,0,"0,54","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A04888,25,MG,Médio,0,"0,54","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08755,25,MG,Alto,0,"0,56","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
TEC PLANEJA JR,EMPRESA A,A09186,25,SP,Alto,0,"0,56","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04849,25,SP,Alto,0,"0,57","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OPERADOR UTILIDADES,EMPRESA B,B04842,25,SP,Alto,0,"0,57","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
OF MANUT DE REFRIGER,EMPRESA A,A03565,25,MG,Médio,0,"0,59","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02232,25,SP,Médio,0,"0,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A04829,25,MT,Médio,0,"0,61","1,0","0,0","1,0","0,0","0,0","0,0","1,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A08127,25,MG,Alto,0,"0,62","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02979,25,RJ,Médio,0,"0,62","0,0","0,0","1,0","0,0","1,0","1,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A03704,25,SP,Médio,0,"0,62","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05276,25,RJ,Alto,0,"0,63","0,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B01482,25,SP,Médio,0,"0,64","1,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ANALISTAS ADM PROJETOS,EMPRESA A,A09703,25,SP,Médio,0,"0,64","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03507,25,SP,Médio,0,"0,64","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
CONFERENTE PL,EMPRESA B,B01207,25,SP,Médio,0,"0,64","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
CONFERENTE PL,EMPRESA B,B01212,25,SP,Médio,0,"0,64","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ENCARREGADO PL,EMPRESA A,A06051,25,MG,Alto,0,"0,65","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B00970,25,SP,Médio,0,"0,65","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09240,25,MG,Alto,0,"0,66","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
