Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções
MECANICO JR,EMPRESA A,A10179,26,MG,Alto,1,"0,49","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ADMINISTRADOR SR,EMPRESA A,A10158,26,MS,Alto,1,"0,49","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B06868,26,MT,Alto,1,"0,52","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
ASSIST ADM JR,EMPRESA A,A10067,26,SP,Alto,1,"0,52","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
ALMOXARIFE I,EMPRESA A,A10069,26,TO,Alto,1,"0,52","0,0","0,0","0,0","1,0","1,0","0,0","1,0"
MECANICO MONTADOR,EMPRESA A,A09990,26,PR,Alto,1,"0,55","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
ASSISTENTE DE PROJ,EMPRESA A,A09946,26,SP,Médio,1,"0,57","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A09939,26,SP,Alto,1,"0,57","1,0","0,0","0,0","0,0","0,0","1,0","0,0"
AJUDANTE DE ELETRICA,EMPRESA A,A09903,26,MG,Alto,1,"0,58","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06810,26,RS,Alto,1,"0,58","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
AUX PLANEJAMENTO,EMPRESA A,A09923,26,TO,Baixo,1,"0,58","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
INSPETOR DE EQUIPAME,EMPRESA A,A09878,26,MG,Alto,1,"0,61","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A09796,26,PE,Alto,1,"0,62","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
ELETR. MANUTENCAO PL,EMPRESA A,A09819,26,SP,Alto,1,"0,62","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
MECANICO SR,EMPRESA A,A09674,26,MT,Médio,1,"0,66","0,0","0,0","0,0","1,0","0,0","0,0","1,0"
SUPERVISOR,EMPRESA A,A09650,26,MT,Alto,1,"0,67","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUX DE MANUTENCAO JR,EMPRESA A,A09552,26,SP,Alto,1,"0,71","0,0","0,0","1,0","1,0","0,0","0,0","0,0"
FAXINEIRO INDUSTRIAL,EMPRESA B,B06709,26,BA,Alto,1,"0,73","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ANALISTAS ADM PROJETOS,EMPRESA A,A09450,26,SP,Alto,1,"0,74","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
CALDEIREIRO/SOLDADOR,EMPRESA A,A09384,26,MG,Médio,1,"0,76","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
MECANICO JR,EMPRESA A,A09367,26,MG,Médio,1,"0,77","1,0","0,0","0,0","0,0","1,0","0,0","2,0"
PINTOR PREDIAL,EMPRESA A,A09375,26,MG,Alto,1,"0,77","1,0","0,0","1,0","1,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A09277,26,MG,Alto,1,"0,78","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
SUPERVISOR PROJ JR,EMPRESA A,A09268,26,SP,Alto,1,"0,8","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
ASSIST ADM PL,EMPRESA A,A09189,26,MG,Médio,1,"0,84","1,0","0,0","0,0","0,0","1,0","1,0","3,0"
SUPERVISOR PROJ SR,EMPRESA A,A09120,26,MG,Alto,1,"0,85","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
SUPERVISOR PROJ PL,EMPRESA A,A09129,26,RS,Alto,1,"0,85","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
TEC PLANEJA JR,EMPRESA A,A09130,26,RS,Alto,1,"0,85","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
TEC PLANEJA JR,EMPRESA A,A09152,26,RS,Alto,1,"0,85","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
CALDEIREIRO PL,EMPRESA A,A09110,26,SP,Médio,1,"0,86","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06572,26,SE,Alto,1,"0,9","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08882,26,MG,Alto,1,"0,93","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ANALISTAS ADM PROJETOS,EMPRESA A,A08830,26,SP,Alto,1,"0,95","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
ASSISTENTE DE PROJ,EMPRESA A,A08831,26,SP,Alto,1,"0,95","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
MECANICO JR,EMPRESA A,A08809,26,MG,Alto,1,"0,98","1,0","0,0","0,0","1,0","1,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A08764,26,SP,Alto,1,1,"1,0","0,0","0,0","1,0","0,0","1,0","0,0"
ANALISTASISTA DE ESTOQUE,EMPRESA A,A08737,26,RS,Alto,1,"1,01","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
PINTOR PREDIAL,EMPRESA A,A08670,26,MG,Alto,1,"1,03","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
BOMBEIRO HIDRAULICO,EMPRESA A,A08576,26,MG,Alto,1,"1,07","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA A,A08600,26,TO,Alto,1,"1,07","0,0","0,0","0,0","1,0","0,0","1,0","1,0"
ELETROMECANICO JR,EMPRESA A,A08591,26,TO,Alto,1,"1,07","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
ASSIST ADM PL,EMPRESA A,A08354,26,SP,Alto,1,"1,15","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
LIDER DE JARDINAGEM,EMPRESA B,B06254,26,RJ,Alto,1,"1,18","0,0","0,0","1,0","1,0","1,0","1,0","1,0"
AUX JARDINAGEM,EMPRESA B,B06220,26,MG,Alto,1,"1,22","0,0","0,0","1,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A08047,26,SP,Alto,1,"1,26","0,0","0,0","0,0","3,0","1,0","0,0","0,0"
SOLDADOR,EMPRESA A,A07937,26,MG,Alto,1,"1,31","1,0","0,0","0,0","1,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A07947,26,RJ,Alto,1,"1,31","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ANALISTAS ADM PROJETOS,EMPRESA A,A07850,26,SP,Alto,1,"1,35","0,0","0,0","0,0","0,0","1,0","0,0","4,0"
SUPERVISOR PROJ PL,EMPRESA A,A07814,26,SP,Médio,1,"1,37","0,0","0,0","0,0","0,0","1,0","1,0","2,0"
ELETR. MANUTENCAO SR,EMPRESA A,A07620,26,GO,Alto,1,"1,44","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
OPERADOR DE MUNCK,EMPRESA A,A07522,26,MG,Alto,1,"1,51","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
PROGRAMADOR MANUT PL,EMPRESA A,A07509,26,PE,Alto,1,"1,51","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA A,A07387,26,MG,Alto,1,"1,54","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B05805,26,PE,Alto,1,"1,54","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
SUPERVISOR,EMPRESA A,A07359,26,PR,Médio,1,"1,54","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
ASSISTENTE DE PROJ,EMPRESA A,A07147,26,SP,Alto,1,"1,62","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
ASSISTENTE DE PROJ,EMPRESA A,A07163,26,SP,Alto,1,"1,62","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
AJUDANTE DE MECANICO,EMPRESA A,A07071,26,RJ,Alto,1,"1,67","1,0","0,0","0,0","0,0","0,0","1,0","1,0"
SUPERVISOR ADM,EMPRESA A,A06937,26,GO,Baixo,1,"1,73","0,0","0,0","1,0","1,0","1,0","1,0","3,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A06934,26,SP,Alto,1,"1,73","0,0","0,0","0,0","1,0","0,0","1,0","2,0"
TEC. ELET. MANUT JR,EMPRESA A,A06938,26,SP,Baixo,1,"1,73","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
ALMOXARIFE JUNIOR,EMPRESA A,A06898,26,RJ,Alto,1,"1,76","1,0","0,0","1,0","0,0","0,0","1,0","0,0"
TEC PLANEJA JR,EMPRESA A,A06574,26,SP,Alto,1,"1,91","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX DE MANUTENCAO JR,EMPRESA A,A06496,26,SP,Alto,1,"1,94","1,0","0,0","0,0","1,0","1,0","0,0","0,0"
JARDINEIRO,EMPRESA A,A06516,26,SP,Alto,1,"1,94","1,0","0,0","1,0","0,0","1,0","1,0","1,0"
COMPRADOR PL,EMPRESA A,A06492,26,GO,Alto,1,"1,95","0,0","0,0","1,0","0,0","1,0","1,0","3,0"
COORD OPERACIONAL,EMPRESA A,A06335,26,MG,Alto,1,"2,08","0,0","0,0","0,0","1,0","1,0","1,0","3,0"
OPERADOR DE MUNCK,EMPRESA A,A06221,26,MG,Alto,1,"2,15","1,0","0,0","0,0","2,0","1,0","0,0","2,0"
MECANICO JR,EMPRESA A,A08326,26,SP,Alto,1,"2,35","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
TEC. ELET. MANUT PL,EMPRESA A,A05696,26,MG,Alto,1,"2,42","0,0","0,0","0,0","1,0","1,0","0,0","2,0"
ALMOXARIFE,EMPRESA A,A05678,26,SP,Alto,1,"2,43","0,0","0,0","0,0","0,0","1,0","1,0","2,0"
ANALISTAS. GESTAO ATIVO,EMPRESA A,A05464,26,MG,Alto,1,"2,56","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
MECANICO PL,EMPRESA A,A05340,26,GO,Alto,1,"2,61","0,0","0,0","1,0","0,0","1,0","1,0","1,0"
ENCARREGADO PL,EMPRESA A,A05157,26,MG,Alto,1,"2,69","1,0","0,0","0,0","2,0","1,0","1,0","1,0"
AUX DE MANUTENCAO JR,EMPRESA A,A05170,26,RJ,Alto,1,"2,69","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
TEC. ELET. MANUT PL,EMPRESA A,A04968,26,MG,Médio,1,"2,79","0,0","0,0","0,0","0,0","1,0","1,0","3,0"
TECNICO MECANICA,EMPRESA A,A04471,26,SP,Alto,1,"3,08","0,0","0,0","0,0","0,0","0,0","0,0","4,0"
MECANICO PL,EMPRESA A,A04120,26,MG,Médio,1,"3,4","1,0","0,0","1,0","0,0","1,0","0,0","1,0"
LIDER DE REFRIGERACA,EMPRESA A,A04081,26,SP,Alto,1,"3,44","1,0","0,0","0,0","2,0","1,0","1,0","2,0"
ELETROMECANICO SR,EMPRESA A,A04002,26,MG,Alto,1,"3,51","0,0","0,0","0,0","1,0","1,0","1,0","3,0"
MECANICO SR,EMPRESA A,A03499,26,MG,Alto,1,"3,76","0,0","0,0","0,0","1,0","1,0","1,0","4,0"
ALMOXARIFE LIDER,EMPRESA A,A01321,26,MG,Médio,1,"6,03","0,0","0,0","0,0","0,0","1,0","0,0","4,0"
MECANICO SR,EMPRESA A,A01073,26,MG,Médio,1,"6,61","1,0","0,0","0,0","1,0","1,0","0,0","6,0"
ELETR. MANUTENCAO JR,EMPRESA C,C04011,26,SP,Alto,1,"0,01","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A11522,26,SP,Alto,1,"0,02","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE DE REFRIGER,EMPRESA C,C03997,26,SP,Alto,1,"0,03","0,0","1,0","0,0","2,0","0,0","0,0","0,0"
SOLDADOR PL,EMPRESA C,C03970,26,MG,Alto,1,"0,1","0,0","1,0","0,0","1,0","0,0","0,0","0,0"
TELHADISTA,EMPRESA C,C03950,26,SP,Alto,1,"0,13","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07186,26,SP,Alto,1,"0,19","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
MECANICO PL,EMPRESA A,A10936,26,SP,Alto,1,"0,22","0,0","1,0","0,0","1,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA C,C03909,26,SP,Alto,1,"0,22","0,0","1,0","1,0","3,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA C,C03727,26,SP,Alto,1,"0,58","0,0","1,0","0,0","0,0","1,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B06814,26,SP,Alto,1,"0,59","1,0","1,0","1,0","1,0","0,0","0,0","2,0"
SOLDADOR PL,EMPRESA C,C03696,26,SP,Alto,1,"0,63","0,0","1,0","1,0","0,0","0,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA C,C03627,26,SP,Alto,1,"0,66","0,0","1,0","0,0","1,0","1,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA C,C03554,26,SP,Alto,1,"0,85","0,0","1,0","1,0","1,0","0,0","1,0","0,0"
ANALISTASISTA JURIDICO JR,EMPRESA A,A08256,26,SP,Alto,1,"1,18","0,0","1,0","0,0","0,0","1,0","0,0","2,0"
SUPERVISOR,EMPRESA C,C03396,26,SP,Médio,1,"1,29","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
MECANICO REFRIG PL,EMPRESA C,C03371,26,SP,Alto,1,"1,34","0,0","1,0","0,0","0,0","0,0","1,0","1,0"
AJUDANTE DE MECANICO,EMPRESA C,C03343,26,SP,Alto,1,"1,39","0,0","1,0","0,0","0,0","0,0","1,0","1,0"
TELHADISTA II,EMPRESA C,C03243,26,SP,Alto,1,"1,54","0,0","1,0","0,0","0,0","0,0","1,0","1,0"
TEC PLANEJA PL,EMPRESA C,C03131,26,SP,Médio,1,"1,8","0,0","1,0","0,0","0,0","1,0","1,0","1,0"
ELETROMECANICO PL,EMPRESA C,C03082,26,SP,Alto,1,"1,9","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
OPERADOR DE EMPILHAD,EMPRESA B,B05299,26,SP,Alto,1,"2,17","0,0","1,0","1,0","3,0","0,0","1,0","3,0"
TEC EM SEGURANCA PL,EMPRESA A,A05250,26,SP,Alto,1,"2,66","0,0","1,0","1,0","0,0","1,0","1,0","3,0"
TEC EM SEGURANCA PL,EMPRESA C,C00179,26,SP,Alto,1,"7,07","0,0","1,0","0,0","0,0","1,0","1,0","2,0"
TELHADISTA,EMPRESA C,C00143,26,SP,Alto,1,"7,31","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
MECANICO SR,EMPRESA A,A11636,27,MT,Médio,1,"-0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
TEC PLANEJA PL,EMPRESA A,A11577,27,MG,Alto,1,"0,01","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07355,27,MT,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
SUPERVISOR,EMPRESA A,A11588,27,TO,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A11536,27,MG,Alto,1,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A11397,27,RS,Alto,1,"0,09","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A11375,27,MG,Alto,1,"0,1","1,0","0,0","1,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07270,27,MT,Alto,1,"0,1","0,0","0,0","0,0","4,0","0,0","1,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A11370,27,SP,Alto,1,"0,1","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07274,27,TO,Alto,1,"0,1","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA C,C03968,27,SP,Alto,1,"0,11","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07249,27,MT,Alto,1,"0,12","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
CALDEIREIRO PL,EMPRESA A,A11273,27,MG,Médio,1,"0,13","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
TELHADISTA II,EMPRESA C,C03954,27,SP,Baixo,1,"0,13","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A11234,27,MG,Alto,1,"0,15","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A11103,27,MG,Alto,1,"0,16","1,0","0,0","0,0","2,0","0,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A11070,27,MG,Alto,1,"0,18","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
OPER. MAQ. COSTAL,EMPRESA B,B07192,27,PR,Alto,1,"0,18","0,0","0,0","0,0","2,0","0,0","1,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A11057,27,SP,Alto,1,"0,18","1,0","0,0","1,0","1,0","1,0","1,0","0,0"
ANALISTASIST QUALIDADE SR,EMPRESA A,A11085,27,SP,Alto,1,"0,18","0,0","0,0","1,0","0,0","0,0","1,0","0,0"
ELETROMECANICO JR,EMPRESA A,A11056,27,TO,Alto,1,"0,18","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07173,27,RJ,Alto,1,"0,2","0,0","0,0","1,0","1,0","1,0","1,0","0,0"
SUPERVISOR PROJ PL,EMPRESA A,A10867,27,ES,Baixo,1,"0,24","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA A,A10883,27,MG,Alto,1,"0,24","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A10841,27,MG,Alto,1,"0,25","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
PINTOR INDUSTRIAL,EMPRESA A,A10705,27,GO,Alto,1,"0,28","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
TEC PLANEJA JR,EMPRESA A,A10736,27,RS,Alto,1,"0,28","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
SUPERVISOR,EMPRESA A,A10671,27,SP,Alto,1,"0,3","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
MOTORISTA CAMINHAO,EMPRESA A,A10628,27,MG,Alto,1,"0,32","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A10512,27,SP,Médio,1,"0,36","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A10470,27,MS,Alto,1,"0,37","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
AJUD. REFRIGERACAO,EMPRESA A,A10491,27,SP,Alto,1,"0,37","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A10449,27,MG,Médio,1,"0,39","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
TEC PLANEJA PL,EMPRESA A,A10409,27,MG,Alto,1,"0,39","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA A,A10357,27,MG,Alto,1,"0,41","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B06970,27,MT,Alto,1,"0,41","1,0","0,0","0,0","0,0","0,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06953,27,GO,Alto,1,"0,43","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
PORTEIRO,EMPRESA B,B06924,27,MT,Alto,1,"0,44","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
TEC EM SEGURANCA JR,EMPRESA A,A10207,27,MG,Alto,1,"0,47","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX PLANEJAMENTO,EMPRESA A,A10205,27,RJ,Alto,1,"0,47","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A10199,27,SP,Alto,1,"0,47","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ANALISTAS ADM PROJETOS,EMPRESA A,A10103,27,MS,Alto,1,"0,51","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
CALDEIREIRO PL,EMPRESA A,A10064,27,PR,Alto,1,"0,53","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A09869,27,SP,Alto,1,"0,61","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
SUPERVISOR PROJ JR,EMPRESA A,A09792,27,MA,Alto,1,"0,62","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06782,27,SP,Alto,1,"0,62","0,0","0,0","0,0","2,0","0,0","0,0","1,0"
TEC PLANEJA PL,EMPRESA A,A09765,27,MG,Médio,1,"0,64","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
TEC EM SEGURANCA JR,EMPRESA A,A09736,27,TO,Baixo,1,"0,65","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
PINTOR INDUSTRIAL,EMPRESA A,A09668,27,MG,Baixo,1,"0,66","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
SUPERVISOR PROJ JR,EMPRESA A,A09707,27,SP,Alto,1,"0,66","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A09636,27,MG,Médio,1,"0,68","1,0","0,0","0,0","0,0","1,0","0,0","1,0"
ENCARREGADO LIMPEZA,EMPRESA B,B06705,27,BA,Alto,1,"0,73","0,0","0,0","0,0","1,0","0,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B06693,27,BA,Alto,1,"0,74","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
AUXILIAR ALMOXARIFE,EMPRESA A,A09443,27,PE,Alto,1,"0,74","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
ANALISTAS ADM PROJETOS,EMPRESA A,A09414,27,SP,Médio,1,"0,76","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ESPEC DE MANUTENCAO,EMPRESA A,A09272,27,GO,Alto,1,"0,8","0,0","0,0","0,0","1,0","1,0","0,0","3,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09256,27,MG,Alto,1,"0,81","1,0","0,0","0,0","3,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09262,27,MG,Alto,1,"0,81","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09107,27,MG,Alto,1,"0,84","0,0","0,0","0,0","1,0","1,0","1,0","2,0"
MECANICO JR,EMPRESA A,A09108,27,MG,Alto,1,"0,84","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09054,27,BA,Alto,1,"0,88","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
SOLDADOR PL,EMPRESA A,A08951,27,SP,Alto,1,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B06456,27,RS,Alto,1,"1,01","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
TEC EM SEGURANCA SR,EMPRESA A,A08680,27,SP,Alto,1,"1,02","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A08581,27,MT,Alto,1,"1,07","1,0","0,0","1,0","2,0","1,0","1,0","0,0"
ASSIST ADM SR,EMPRESA A,A08492,27,MG,Baixo,1,"1,1","1,0","0,0","0,0","1,0","1,0","0,0","3,0"
AUX PLANEJAMENTO,EMPRESA A,A08494,27,MG,Alto,1,"1,1","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
PROGRAMADOR MANUT PL,EMPRESA A,A08463,27,SP,Alto,1,"1,1","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
JARDINEIRO,EMPRESA B,B06313,27,GO,Alto,1,"1,11","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
MEIO OFIC PEDREIRO,EMPRESA A,A08475,27,MG,Baixo,1,"1,11","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
TEC EM SEGURANCA PL,EMPRESA A,A08380,27,SP,Alto,1,"1,14","0,0","0,0","1,0","0,0","1,0","0,0","1,0"
ANALISTASISTA  DE PROCESS,EMPRESA A,A08181,27,SP,Alto,1,"1,2","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A08190,27,SP,Médio,1,"1,2","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B06181,27,SP,Alto,1,"1,27","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
CALCETEIRO,EMPRESA A,A07976,27,SP,Alto,1,"1,29","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ANALISTAS ADM PROJETOS,EMPRESA A,A07804,27,GO,Alto,1,"1,37","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A07607,27,SP,Alto,1,"1,45","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
AUX SERV GERAIS,EMPRESA B,B05960,27,MT,Alto,1,"1,49","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
MECANICO LIDER,EMPRESA A,A07461,27,MG,Alto,1,"1,52","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
PORTEIRO,EMPRESA B,B05737,27,MT,Alto,1,"1,66","1,0","0,0","1,0","0,0","0,0","1,0","0,0"
TEC EM SEGURANCA SR,EMPRESA A,A07069,27,MT,Alto,1,"1,66","0,0","0,0","0,0","1,0","0,0","0,0","3,0"
VIGIA DE OBRA,EMPRESA A,A07042,27,MG,Alto,1,"1,68","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A07027,27,SP,Alto,1,"1,69","0,0","0,0","0,0","0,0","1,0","1,0","2,0"
TEC EM SEGURANCA JR,EMPRESA C,C03161,27,ES,Alto,1,"1,72","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
ASSIST ADM SR,EMPRESA A,A06820,27,RJ,Alto,1,"1,79","1,0","0,0","1,0","0,0","0,0","1,0","2,0"
AJUDANTE LIMPEZA,EMPRESA B,B05607,27,SP,Alto,1,"1,81","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
AJUDANTE DE MECANICO,EMPRESA A,A06563,27,SP,Alto,1,"1,91","0,0","0,0","0,0","2,0","0,0","1,0","0,0"
SUPERVISOR PROJ JR,EMPRESA A,A06463,27,SP,Médio,1,"1,95","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
AJUDANTE LIMPEZA,EMPRESA B,B05382,27,SP,Alto,1,"2,03","0,0","0,0","0,0","2,0","0,0","0,0","1,0"
TEC PLANEJA PL,EMPRESA A,A06118,27,MG,Médio,1,"2,19","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
